,Pitcher,Primary Pitches,Secondary Pitches,Primary,Secondary,H-Mov,V-Mov,RelHei,RelSide,RelHei Diff,RelSide Diff,H-Mov Diff,V-Mov Diff,MPH Diff,RPM Diff,VAA Diff,HAA Diff,Spin Degree Diff,Usage Rate,Chase Rate,Zone Whiff Rate,Called Strike Rate,wOBAcon
0,Abbott Cory,"2    118.0
Name: Pitches, dtype: float64",62.0, FF, SL,"2   -11.9
Name:  H-Mov, dtype: float64","2    16.5
Name:  V-Mov, dtype: float64","2    5.5
Name: V-Rel Pt, dtype: float64","2   -2.6
Name: H-Rel Pt, dtype: float64",17.8,9.4,2.5,12.2,4.699999999999989,122.0,2.7,0.3999999999999999,,21.6,28.1,36.7,9.7,0.375
1,Abreu Albert,"6    250.0
Name: Pitches, dtype: float64",176.0, SI, SL,"6   -15.0
Name:  H-Mov, dtype: float64","6    12.7
Name:  V-Mov, dtype: float64","6    5.7
Name: V-Rel Pt, dtype: float64","6   -1.8
Name: H-Rel Pt, dtype: float64",20.7,12.9,17.4,7.3999999999999995,9.900000000000006,76.0,2.4000000000000004,2.8,30.799999999999997,31.1,23.2,52.9,10.2,0.214
2,Abreu Albert,"6    250.0
Name: Pitches, dtype: float64",134.0, SI, FF,"6   -15.0
Name:  H-Mov, dtype: float64","6    12.7
Name:  V-Mov, dtype: float64","6    5.7
Name: V-Rel Pt, dtype: float64","6   -1.8
Name: H-Rel Pt, dtype: float64",20.7,13.2,3.0999999999999996,2.6000000000000014,0.5,3.0,0.2999999999999998,0.5,9.8,19.9,20.9,41.8,20.1,0.364
3,Abreu Albert,"6    250.0
Name: Pitches, dtype: float64",67.0, SI, CH,"6   -15.0
Name:  H-Mov, dtype: float64","6    12.7
Name:  V-Mov, dtype: float64","6    5.7
Name: V-Rel Pt, dtype: float64","6   -1.8
Name: H-Rel Pt, dtype: float64",20.7,13.1,1.6000000000000014,3.8999999999999986,10.5,278.0,1.4000000000000004,0.1,7.3,13.6,31.8,47.8,13.4,0.69
4,Abreu Bryan,"10    340.0
Name: Pitches, dtype: float64",335.0, FF, SL,"10   -6.2
Name:  H-Mov, dtype: float64","10    17.1
Name:  V-Mov, dtype: float64","10    5.8
Name: V-Rel Pt, dtype: float64","10   -1.8
Name: H-Rel Pt, dtype: float64",12.0,4.0,13.7,20.3,8.700000000000003,423.0,3.5,2.2,14.799999999999999,42.9,40.7,54.4,15.5,0.348
5,Acevedo Domingo,"13    294.0
Name: Pitches, dtype: float64",232.0, FF, SL,"13   -13.3
Name:  H-Mov, dtype: float64","13    13.5
Name:  V-Mov, dtype: float64","13    5.4
Name: V-Rel Pt, dtype: float64","13   -1.9
Name: H-Rel Pt, dtype: float64",18.8,11.100000000000001,6.4,6.4,6.5,20.0,2.3000000000000007,1.5000000000000002,16.3,31.2,38.1,43.0,8.6,0.303
6,Acevedo Domingo,"13    294.0
Name: Pitches, dtype: float64",182.0, FF, CH,"13   -13.3
Name:  H-Mov, dtype: float64","13    13.5
Name:  V-Mov, dtype: float64","13    5.4
Name: V-Rel Pt, dtype: float64","13   -1.9
Name: H-Rel Pt, dtype: float64",18.9,11.4,4.599999999999998,10.2,6.200000000000003,259.0,2.7,0.49999999999999994,3.1000000000000005,24.1,42.0,36.2,9.9,0.218
7,Adam Jason,"19    222.0
Name: Pitches, dtype: float64",216.0, SL, CH,"19    12.3
Name:  H-Mov, dtype: float64","19   -1.6
Name:  V-Mov, dtype: float64","19    5.9
Name: V-Rel Pt, dtype: float64","19   -1.7
Name: H-Rel Pt, dtype: float64",6.300000000000001,14.0,28.8,3.4000000000000004,8.299999999999997,708.0,0.6999999999999993,3.4,10.5,21.3,38.5,47.4,14.8,0.196
8,Adam Jason,"19    222.0
Name: Pitches, dtype: float64",212.0, SL, FF,"19    12.3
Name:  H-Mov, dtype: float64","19   -1.6
Name:  V-Mov, dtype: float64","19    5.9
Name: V-Rel Pt, dtype: float64","19   -1.7
Name: H-Rel Pt, dtype: float64",6.500000000000001,14.0,19.700000000000003,19.1,13.299999999999997,60.0,3.8999999999999995,2.3,12.200000000000001,47.1,27.2,41.1,13.2,0.315
9,Adon Joan,"24    787.0
Name: Pitches, dtype: float64",279.0, FF, CU,"24   -10.6
Name:  H-Mov, dtype: float64","24    15.0
Name:  V-Mov, dtype: float64","24    6.0
Name: V-Rel Pt, dtype: float64","24   -2.5
Name: H-Rel Pt, dtype: float64",16.7,7.8999999999999995,18.4,25.2,15.299999999999997,76.0,4.7,2.3,8.3,21.5,24.0,37.0,11.5,0.41
10,Adon Joan,"24    787.0
Name: Pitches, dtype: float64",82.0, FF, CH,"24   -10.6
Name:  H-Mov, dtype: float64","24    15.0
Name:  V-Mov, dtype: float64","24    6.0
Name: V-Rel Pt, dtype: float64","24   -2.5
Name: H-Rel Pt, dtype: float64",16.5,7.8999999999999995,5.500000000000002,7.6,7.599999999999994,301.0,2.3,0.30000000000000004,16.8,6.8,30.5,34.8,6.1,0.332
11,Akin Keegan,"30    466.0
Name: Pitches, dtype: float64",255.0, FF, SL,"30    10.7
Name:  H-Mov, dtype: float64","30    17.9
Name:  V-Mov, dtype: float64","30    6.0
Name: V-Rel Pt, dtype: float64","30    2.3
Name: H-Rel Pt, dtype: float64",4.799999999999999,8.299999999999999,16.0,17.4,8.5,84.0,2.9000000000000004,2.2,29.9,20.6,37.6,40.0,18.0,0.19
12,Akin Keegan,"30    466.0
Name: Pitches, dtype: float64",159.0, FF, CH,"30    10.7
Name:  H-Mov, dtype: float64","30    17.9
Name:  V-Mov, dtype: float64","30    6.0
Name: V-Rel Pt, dtype: float64","30    2.3
Name: H-Rel Pt, dtype: float64",4.8999999999999995,8.399999999999999,5.300000000000001,8.899999999999999,9.5,282.0,2.4000000000000004,0.7000000000000001,0.20000000000000018,18.7,32.0,33.900000000000006,8.2,0.365
13,Alcantara Sandy,"38    627.0
Name: Pitches, dtype: float64",592.0, CH, FF,"38   -16.8
Name:  H-Mov, dtype: float64","38    3.6
Name:  V-Mov, dtype: float64","38    6.1
Name: V-Rel Pt, dtype: float64","38   -2.1
Name: H-Rel Pt, dtype: float64",22.8,14.700000000000001,5.0,10.3,6.099999999999994,138.0,2.5999999999999996,0.9000000000000001,15.0,25.6,27.5,39.2,12.5,0.304
14,Alcantara Sandy,"38    627.0
Name: Pitches, dtype: float64",589.0, CH, SI,"38   -16.8
Name:  H-Mov, dtype: float64","38    3.6
Name:  V-Mov, dtype: float64","38    6.1
Name: V-Rel Pt, dtype: float64","38   -2.1
Name: H-Rel Pt, dtype: float64",22.8,14.600000000000001,0.8000000000000007,3.9,5.8999999999999915,236.0,1.2999999999999998,0.0,3.599999999999998,27.7,35.4,39.0,20.5,0.274
15,Alcantara Sandy,"38    627.0
Name: Pitches, dtype: float64",527.0, CH, SL,"38   -16.8
Name:  H-Mov, dtype: float64","38    3.6
Name:  V-Mov, dtype: float64","38    6.1
Name: V-Rel Pt, dtype: float64","38   -2.1
Name: H-Rel Pt, dtype: float64",22.8,14.700000000000001,17.3,0.3999999999999999,2.0,295.0,0.20000000000000018,2.4,16.6,22.7,28.6,46.8,16.7,0.332
16,Alexander Jason,"45    408.0
Name: Pitches, dtype: float64",174.0, SI, SL,"45   -16.8
Name:  H-Mov, dtype: float64","45    1.5
Name:  V-Mov, dtype: float64","45    5.4
Name: V-Rel Pt, dtype: float64","45   -2.1
Name: H-Rel Pt, dtype: float64",22.200000000000003,14.700000000000001,28.700000000000003,0.30000000000000004,11.799999999999997,471.0,1.2000000000000002,3.6,,23.6,20.7,56.1,23.6,0.359
17,Alexander Jason,"45    408.0
Name: Pitches, dtype: float64",119.0, SI, CH,"45   -16.8
Name:  H-Mov, dtype: float64","45    1.5
Name:  V-Mov, dtype: float64","45    5.4
Name: V-Rel Pt, dtype: float64","45   -2.1
Name: H-Rel Pt, dtype: float64",22.3,15.0,0.1999999999999993,2.5,10.899999999999991,269.0,1.2000000000000002,0.30000000000000004,,16.1,31.8,47.1,10.9,0.343
18,Alexander Tyler,"48    201.0
Name: Pitches, dtype: float64",165.0, FC, FF,"48   -4.5
Name:  H-Mov, dtype: float64","48    8.4
Name:  V-Mov, dtype: float64","48    5.7
Name: V-Rel Pt, dtype: float64","48    1.9
Name: H-Rel Pt, dtype: float64",10.2,6.4,11.7,9.200000000000001,4.799999999999997,78.0,1.5,1.1,23.9,20.9,28.0,36.7,18.8,0.228
19,Alexander Tyler,"48    201.0
Name: Pitches, dtype: float64",154.0, FC, SI,"48   -4.5
Name:  H-Mov, dtype: float64","48    8.4
Name:  V-Mov, dtype: float64","48    5.7
Name: V-Rel Pt, dtype: float64","48    1.9
Name: H-Rel Pt, dtype: float64",10.2,6.4,19.0,4.4,4.799999999999997,225.0,0.6000000000000005,2.3000000000000003,11.899999999999999,21.9,18.3,42.6,20.1,0.347
20,Alexander Tyler,"48    201.0
Name: Pitches, dtype: float64",136.0, FC, CH,"48   -4.5
Name:  H-Mov, dtype: float64","48    8.4
Name:  V-Mov, dtype: float64","48    5.7
Name: V-Rel Pt, dtype: float64","48    1.9
Name: H-Rel Pt, dtype: float64",10.2,6.4,18.4,0.09999999999999964,2.200000000000003,792.0,1.2000000000000002,2.6,14.3,16.6,35.1,32.2,6.6,0.405
21,Alexander Tyler,"48    201.0
Name: Pitches, dtype: float64",95.0, FC, SL,"48   -4.5
Name:  H-Mov, dtype: float64","48    8.4
Name:  V-Mov, dtype: float64","48    5.7
Name: V-Rel Pt, dtype: float64","48    1.9
Name: H-Rel Pt, dtype: float64",10.3,6.3,8.4,7.800000000000001,7.0,2.0,2.499999999999999,1.1999999999999997,23.4,13.3,35.4,31.900000000000006,13.7,0.151
22,Allard Kolby,"59    130.0
Name: Pitches, dtype: float64",51.0, FF, FC,"59    7.3
Name:  H-Mov, dtype: float64","59    18.2
Name:  V-Mov, dtype: float64","59    5.4
Name: V-Rel Pt, dtype: float64","59    1.9
Name: H-Rel Pt, dtype: float64",1.8999999999999995,5.3,11.0,12.799999999999999,6.200000000000003,25.0,2.1000000000000005,1.5,25.1,27.4,22.2,25.0,13.7,0.601
23,Almonte Yency,"72    206.0
Name: Pitches, dtype: float64",158.0, SL, SI,"72    11.4
Name:  H-Mov, dtype: float64","72    4.8
Name:  V-Mov, dtype: float64","72    5.7
Name: V-Rel Pt, dtype: float64","72   -1.8
Name: H-Rel Pt, dtype: float64",5.7,13.1,28.1,3.3,11.700000000000003,323.0,1.2999999999999998,4.3,,8.8,26.4,45.1,20.9,0.348
24,Alvarado José,"76    325.0
Name: Pitches, dtype: float64",253.0, SI, FC,"76    12.8
Name:  H-Mov, dtype: float64","76    14.3
Name:  V-Mov, dtype: float64","76    6.5
Name: V-Rel Pt, dtype: float64","76    1.0
Name: H-Rel Pt, dtype: float64",6.300000000000001,11.700000000000001,14.600000000000001,8.9,5.700000000000003,95.0,1.9000000000000004,2.4,,22.4,42.7,52.0,7.5,0.345
25,Anderson Ian,"79    887.0
Name: Pitches, dtype: float64",639.0, FF, CH,"79   -5.7
Name:  H-Mov, dtype: float64","79    16.6
Name:  V-Mov, dtype: float64","79    6.2
Name: V-Rel Pt, dtype: float64","79   -1.5
Name: H-Rel Pt, dtype: float64",12.0,4.0,4.7,6.900000000000002,5.900000000000006,406.0,2.5,0.8,8.8,32.2,39.6,34.3,7.4,0.357
26,Anderson Ian,"79    887.0
Name: Pitches, dtype: float64",355.0, FF, CU,"79   -5.7
Name:  H-Mov, dtype: float64","79    16.6
Name:  V-Mov, dtype: float64","79    6.2
Name: V-Rel Pt, dtype: float64","79   -1.5
Name: H-Rel Pt, dtype: float64",11.9,4.1,6.3,19.6,12.299999999999997,66.0,4.5,1.1,320.7,20.1,24.1,45.8,13.2,0.405
27,Anderson Tyler,"87    658.0
Name: Pitches, dtype: float64",572.0, FF, CH,"87    7.3
Name:  H-Mov, dtype: float64","87    17.9
Name:  V-Mov, dtype: float64","87    6.1
Name: V-Rel Pt, dtype: float64","87    1.7
Name: H-Rel Pt, dtype: float64",1.0999999999999996,5.5,5.8,8.799999999999999,11.600000000000009,389.0,2.8,1.0999999999999999,7.3999999999999995,28.4,45.0,43.9,10.0,0.226
28,Anderson Tyler,"87    658.0
Name: Pitches, dtype: float64",387.0, FF, FC,"87    7.3
Name:  H-Mov, dtype: float64","87    17.9
Name:  V-Mov, dtype: float64","87    6.1
Name: V-Rel Pt, dtype: float64","87    1.7
Name: H-Rel Pt, dtype: float64",1.3999999999999995,5.1,9.7,8.2,5.200000000000003,172.0,1.2999999999999998,2.0,29.2,22.9,41.8,32.900000000000006,12.7,0.328
29,Anderson Tyler,"87    658.0
Name: Pitches, dtype: float64",141.0, FF, SI,"87    7.3
Name:  H-Mov, dtype: float64","87    17.9
Name:  V-Mov, dtype: float64","87    6.1
Name: V-Rel Pt, dtype: float64","87    1.7
Name: H-Rel Pt, dtype: float64",2.3,4.3,9.5,10.7,1.6000000000000085,4.0,0.20000000000000018,0.19999999999999996,4.8999999999999995,8.3,17.9,40.5,19.9,0.29
30,Arano Víctor,"95    251.0
Name: Pitches, dtype: float64",209.0, SL, SI,"95    0.8
Name:  H-Mov, dtype: float64","95    1.3
Name:  V-Mov, dtype: float64","95    6.0
Name: V-Rel Pt, dtype: float64","95   -1.9
Name: H-Rel Pt, dtype: float64",5.1000000000000005,2.9000000000000004,17.6,8.7,9.0,380.0,2.200000000000001,2.7,81.10000000000001,38.3,38.5,41.3,17.2,0.272
31,Archer Chris,"99    588.0
Name: Pitches, dtype: float64",515.0, SL, FF,"99    5.3
Name:  H-Mov, dtype: float64","99    3.9
Name:  V-Mov, dtype: float64","99    6.3
Name: V-Rel Pt, dtype: float64","99   -1.4
Name: H-Rel Pt, dtype: float64",0.9000000000000004,6.5,11.399999999999999,14.700000000000001,4.299999999999997,293.0,2.8,1.5999999999999999,23.4,39.4,13.2,46.9,19.0,0.421
32,Archer Chris,"99    588.0
Name: Pitches, dtype: float64",191.0, SL, CH,"99    5.3
Name:  H-Mov, dtype: float64","99    3.9
Name:  V-Mov, dtype: float64","99    6.3
Name: V-Rel Pt, dtype: float64","99   -1.4
Name: H-Rel Pt, dtype: float64",0.9000000000000004,6.9,18.0,5.4,1.7999999999999972,748.0,0.1999999999999993,2.1999999999999997,17.6,12.8,36.2,44.0,9.9,0.301
33,Archer Chris,"99    588.0
Name: Pitches, dtype: float64",73.0, SL, CU,"99    5.3
Name:  H-Mov, dtype: float64","99    3.9
Name:  V-Mov, dtype: float64","99    6.3
Name: V-Rel Pt, dtype: float64","99   -1.4
Name: H-Rel Pt, dtype: float64",1.1000000000000005,6.6,0.5,9.8,7.0,7.0,1.0,0.19999999999999973,10.5,3.1,6.3,51.2,30.1,0.236
34,Armstrong Shawn,"102    210.0
Name: Pitches, dtype: float64",178.0, SI, FF,"102   -14.9
Name:  H-Mov, dtype: float64","102    11.4
Name:  V-Mov, dtype: float64","102    5.8
Name: V-Rel Pt, dtype: float64","102   -2.0
Name: H-Rel Pt, dtype: float64",20.8,12.9,10.4,4.299999999999999,0.29999999999999716,138.0,1.0,1.3,8.6,50.0,34.5,44.7,10.7,0.44
35,Armstrong Shawn,"102    210.0
Name: Pitches, dtype: float64",172.0, SI, FC,"102   -14.9
Name:  H-Mov, dtype: float64","102    11.4
Name:  V-Mov, dtype: float64","102    5.8
Name: V-Rel Pt, dtype: float64","102   -2.0
Name: H-Rel Pt, dtype: float64",20.8,12.9,20.1,4.6000000000000005,3.8999999999999915,306.0,1.1000000000000005,3.1,13.799999999999997,30.8,29.0,40.3,10.5,0.381
36,Armstrong Shawn,"102    210.0
Name: Pitches, dtype: float64",55.0, SI, SL,"102   -14.9
Name:  H-Mov, dtype: float64","102    11.4
Name:  V-Mov, dtype: float64","102    5.8
Name: V-Rel Pt, dtype: float64","102   -2.0
Name: H-Rel Pt, dtype: float64",20.9,13.0,25.200000000000003,14.0,9.799999999999997,370.0,3.3000000000000007,3.4000000000000004,2.3999999999999986,11.4,40.0,20.0,5.5,0.455
37,Ashby Aaron,"107    497.0
Name: Pitches, dtype: float64",473.0, SI, SL,"107    15.4
Name:  H-Mov, dtype: float64","107    9.8
Name:  V-Mov, dtype: float64","107    6.4
Name: V-Rel Pt, dtype: float64","107    0.5
Name: H-Rel Pt, dtype: float64",9.100000000000001,14.700000000000001,25.1,13.200000000000001,12.399999999999991,464.0,2.6000000000000005,3.6,9.200000000000003,33.0,34.7,54.7,17.3,0.441
38,Ashby Aaron,"107    497.0
Name: Pitches, dtype: float64",316.0, SI, CH,"107    15.4
Name:  H-Mov, dtype: float64","107    9.8
Name:  V-Mov, dtype: float64","107    6.4
Name: V-Rel Pt, dtype: float64","107    0.5
Name: H-Rel Pt, dtype: float64",9.100000000000001,14.700000000000001,0.5,6.700000000000001,6.599999999999994,273.0,1.4000000000000004,0.3999999999999999,11.700000000000003,21.0,32.1,48.4,16.8,0.403
39,Ashby Aaron,"107    497.0
Name: Pitches, dtype: float64",188.0, SI, CU,"107    15.4
Name:  H-Mov, dtype: float64","107    9.8
Name:  V-Mov, dtype: float64","107    6.4
Name: V-Rel Pt, dtype: float64","107    0.5
Name: H-Rel Pt, dtype: float64",9.100000000000001,14.700000000000001,23.3,25.6,16.200000000000003,509.0,3.8999999999999995,3.0999999999999996,17.1,10.2,24.5,70.2,33.0,0.228
40,Ashby Aaron,"107    497.0
Name: Pitches, dtype: float64",51.0, SI, FF,"107    15.4
Name:  H-Mov, dtype: float64","107    9.8
Name:  V-Mov, dtype: float64","107    6.4
Name: V-Rel Pt, dtype: float64","107    0.5
Name: H-Rel Pt, dtype: float64",9.0,14.9,6.800000000000001,3.5,0.29999999999999716,22.0,1.2999999999999998,0.8999999999999999,18.5,3.3,23.1,25.0,5.9,0.452
41,Ashcraft Graham,"110    686.0
Name: Pitches, dtype: float64",383.0, FC, SL,"110    0.1
Name:  H-Mov, dtype: float64","110    9.5
Name:  V-Mov, dtype: float64","110    6.3
Name: V-Rel Pt, dtype: float64","110   -1.2
Name: H-Rel Pt, dtype: float64",6.0,1.5,11.0,12.5,11.600000000000009,340.0,2.7,1.2999999999999998,,28.6,30.5,43.6,14.1,0.367
42,Ashcraft Graham,"110    686.0
Name: Pitches, dtype: float64",256.0, FC, SI,"110    0.1
Name:  H-Mov, dtype: float64","110    9.5
Name:  V-Mov, dtype: float64","110    6.3
Name: V-Rel Pt, dtype: float64","110   -1.2
Name: H-Rel Pt, dtype: float64",5.9,1.7000000000000002,10.6,3.5,0.4000000000000057,194.0,0.5,1.4000000000000001,,19.1,20.1,22.099999999999994,9.0,0.354
43,Baker Bryan,"126    485.0
Name: Pitches, dtype: float64",202.0, FF, FC,"126   -2.1
Name:  H-Mov, dtype: float64","126    17.7
Name:  V-Mov, dtype: float64","126    6.6
Name: V-Rel Pt, dtype: float64","126   -0.7
Name: H-Rel Pt, dtype: float64",8.6,1.4000000000000001,9.5,15.1,9.0,74.0,2.8999999999999995,1.5,35.0,24.7,23.4,48.9,22.3,0.452
44,Baker Bryan,"126    485.0
Name: Pitches, dtype: float64",132.0, FF, CH,"126   -2.1
Name:  H-Mov, dtype: float64","126    17.7
Name:  V-Mov, dtype: float64","126    6.6
Name: V-Rel Pt, dtype: float64","126   -0.7
Name: H-Rel Pt, dtype: float64",8.7,1.3,11.9,6.799999999999999,12.200000000000003,395.0,1.7999999999999998,1.1,11.799999999999999,15.8,12.2,68.0,15.9,0.117
45,Banda Anthony,"127    190.0
Name: Pitches, dtype: float64",171.0, CH, FF,"127    14.5
Name:  H-Mov, dtype: float64","127    4.8
Name:  V-Mov, dtype: float64","127    5.7
Name: V-Rel Pt, dtype: float64","127    1.9
Name: H-Rel Pt, dtype: float64",8.7,12.8,3.5,10.399999999999999,8.400000000000006,388.0,2.5,0.6,2.0999999999999996,42.5,28.2,41.9,14.6,0.695
46,Banda Anthony,"127    190.0
Name: Pitches, dtype: float64",83.0, CH, SI,"127    14.5
Name:  H-Mov, dtype: float64","127    4.8
Name:  V-Mov, dtype: float64","127    5.7
Name: V-Rel Pt, dtype: float64","127    1.9
Name: H-Rel Pt, dtype: float64",9.0,12.5,3.0,3.8999999999999995,6.400000000000006,345.0,2.0,0.10000000000000003,,6.4,29.0,50.0,22.9,0.216
47,Banks Tanner,"134    335.0
Name: Pitches, dtype: float64",248.0, FF, SL,"134    1.9
Name:  H-Mov, dtype: float64","134    16.2
Name:  V-Mov, dtype: float64","134    6.4
Name: V-Rel Pt, dtype: float64","134    2.3
Name: H-Rel Pt, dtype: float64",4.300000000000001,0.6000000000000001,6.5,11.299999999999999,6.200000000000003,55.0,2.0999999999999996,1.1999999999999997,18.8,33.0,32.0,35.900000000000006,16.1,0.343
48,Banks Tanner,"134    335.0
Name: Pitches, dtype: float64",160.0, FF, CH,"134    1.9
Name:  H-Mov, dtype: float64","134    16.2
Name:  V-Mov, dtype: float64","134    6.4
Name: V-Rel Pt, dtype: float64","134    2.3
Name: H-Rel Pt, dtype: float64",4.4,0.5,8.7,10.1,8.0,497.0,2.3,1.1,14.8,21.3,36.8,27.700000000000003,7.5,0.283
49,Bard Daniel,"138    349.0
Name: Pitches, dtype: float64",282.0, SI, SL,"138   -14.3
Name:  H-Mov, dtype: float64","138    6.8
Name:  V-Mov, dtype: float64","138    5.7
Name: V-Rel Pt, dtype: float64","138   -2.0
Name: H-Rel Pt, dtype: float64",20.200000000000003,12.3,22.8,4.5,9.799999999999997,290.0,1.5999999999999996,2.8000000000000003,24.900000000000002,42.6,29.4,48.7,15.2,0.23
50,Bard Luke,"143    77.0
Name: Pitches, dtype: float64",59.0, FF, SL,"143   -11.3
Name:  H-Mov, dtype: float64","143    17.6
Name:  V-Mov, dtype: float64","143    5.5
Name: V-Rel Pt, dtype: float64","143   -1.5
Name: H-Rel Pt, dtype: float64",16.8,9.8,15.700000000000001,13.8,7.6000000000000085,167.0,2.8,2.0,,44.4,26.9,40.0,15.3,0.175
51,Barlow Joe,"152    264.0
Name: Pitches, dtype: float64",121.0, SL, FF,"152    4.0
Name:  H-Mov, dtype: float64","152    7.1
Name:  V-Mov, dtype: float64","152    5.7
Name: V-Rel Pt, dtype: float64","152   -0.3
Name: H-Rel Pt, dtype: float64",1.9000000000000004,4.0,10.2,12.4,7.3999999999999915,79.0,2.3999999999999995,1.7,50.9,36.3,31.7,41.4,19.0,0.435
52,Barlow Scott,"156    385.0
Name: Pitches, dtype: float64",272.0, SL, CU,"156    7.8
Name:  H-Mov, dtype: float64","156   -0.9
Name:  V-Mov, dtype: float64","156    5.1
Name: V-Rel Pt, dtype: float64","156   -2.2
Name: H-Rel Pt, dtype: float64",2.5,9.7,8.100000000000001,7.699999999999999,5.700000000000003,38.0,1.9000000000000004,0.5,12.0,20.6,47.7,56.2,16.5,0.282
53,Barlow Scott,"156    385.0
Name: Pitches, dtype: float64",210.0, SL, FF,"156    7.8
Name:  H-Mov, dtype: float64","156   -0.9
Name:  V-Mov, dtype: float64","156    5.1
Name: V-Rel Pt, dtype: float64","156   -2.2
Name: H-Rel Pt, dtype: float64",2.5999999999999996,9.8,11.5,12.6,9.200000000000003,74.0,2.9000000000000004,1.5,12.0,32.3,24.7,43.8,20.0,0.443
54,Barnes Jacob,"158    159.0
Name: Pitches, dtype: float64",143.0, FF, FC,"158   -2.5
Name:  H-Mov, dtype: float64","158    18.2
Name:  V-Mov, dtype: float64","158    5.8
Name: V-Rel Pt, dtype: float64","158   -1.9
Name: H-Rel Pt, dtype: float64",8.2,0.5,8.1,11.299999999999999,6.3999999999999915,86.0,2.2,1.2999999999999998,19.4,45.7,26.1,32.7,10.5,0.328
55,Barnes Matt,"162    179.0
Name: Pitches, dtype: float64",143.0, KC, FF,"162    3.1
Name:  H-Mov, dtype: float64","162   -9.2
Name:  V-Mov, dtype: float64","162    6.3
Name: V-Rel Pt, dtype: float64","162   -1.5
Name: H-Rel Pt, dtype: float64",2.9999999999999996,4.7,14.1,26.099999999999998,10.799999999999997,215.0,4.8,1.6,10.3,47.9,25.7,42.5,17.5,0.401
56,Barraclough Kyle,"167    67.0
Name: Pitches, dtype: float64",63.0, FF, SL,"167   -6.7
Name:  H-Mov, dtype: float64","167    16.9
Name:  V-Mov, dtype: float64","167    5.7
Name: V-Rel Pt, dtype: float64","167   -2.5
Name: H-Rel Pt, dtype: float64",12.3,4.1,22.7,14.2,14.600000000000009,4.0,3.6000000000000005,3.3,21.200000000000003,25.7,40.5,46.2,11.1,0.25
57,Barría Jaime,"172    398.0
Name: Pitches, dtype: float64",190.0, SL, FF,"172    3.8
Name:  H-Mov, dtype: float64","172    5.6
Name:  V-Mov, dtype: float64","172    6.5
Name: V-Rel Pt, dtype: float64","172   -2.0
Name: H-Rel Pt, dtype: float64",2.7,5.6,9.6,11.000000000000002,6.699999999999989,87.0,2.3,1.5,,30.4,26.0,38.4,10.5,0.45
58,Barría Jaime,"172    398.0
Name: Pitches, dtype: float64",136.0, SL, SI,"172    3.8
Name:  H-Mov, dtype: float64","172    5.6
Name:  V-Mov, dtype: float64","172    6.5
Name: V-Rel Pt, dtype: float64","172   -2.0
Name: H-Rel Pt, dtype: float64",2.7,5.5,15.100000000000001,9.9,6.5,35.0,1.7000000000000002,2.5,,12.0,35.2,44.6,19.9,0.213
59,Barría Jaime,"172    398.0
Name: Pitches, dtype: float64",117.0, SL, CH,"172    3.8
Name:  H-Mov, dtype: float64","172    5.6
Name:  V-Mov, dtype: float64","172    6.5
Name: V-Rel Pt, dtype: float64","172   -2.0
Name: H-Rel Pt, dtype: float64",2.5,6.0,17.6,4.4,0.30000000000001137,581.0,0.5,2.2,,13.2,31.7,37.0,11.1,0.179
60,Bass Anthony,"176    382.0
Name: Pitches, dtype: float64",201.0, SL, SI,"176    4.6
Name:  H-Mov, dtype: float64","176   -1.8
Name:  V-Mov, dtype: float64","176    5.8
Name: V-Rel Pt, dtype: float64","176   -1.6
Name: H-Rel Pt, dtype: float64",1.3000000000000007,6.0,18.2,15.700000000000001,9.100000000000009,232.0,2.799999999999999,2.9000000000000004,11.4,41.8,28.6,49.6,24.4,0.213
61,Bass Anthony,"176    382.0
Name: Pitches, dtype: float64",70.0, SL, FF,"176    4.6
Name:  H-Mov, dtype: float64","176   -1.8
Name:  V-Mov, dtype: float64","176    5.8
Name: V-Rel Pt, dtype: float64","176   -1.6
Name: H-Rel Pt, dtype: float64",1.3000000000000007,6.0,11.1,18.6,8.799999999999997,200.0,3.499999999999999,1.5000000000000002,14.9,6.3,14.3,28.599999999999994,11.4,0.313
62,Bassitt Chris,"181    640.0
Name: Pitches, dtype: float64",385.0, SI, SL,"181   -16.2
Name:  H-Mov, dtype: float64","181    9.5
Name:  V-Mov, dtype: float64","181    5.6
Name: V-Rel Pt, dtype: float64","181   -1.2
Name: H-Rel Pt, dtype: float64",21.6,14.799999999999999,29.6,8.8,14.200000000000003,211.0,2.3,4.0,18.2,8.4,26.8,49.7,14.5,0.371
63,Bassitt Chris,"181    640.0
Name: Pitches, dtype: float64",344.0, SI, FC,"181   -16.2
Name:  H-Mov, dtype: float64","181    9.5
Name:  V-Mov, dtype: float64","181    5.6
Name: V-Rel Pt, dtype: float64","181   -1.2
Name: H-Rel Pt, dtype: float64",21.799999999999997,15.0,18.8,0.6999999999999993,3.799999999999997,151.0,0.20000000000000018,2.4,6.600000000000001,16.9,28.3,43.7,15.4,0.342
64,Bassitt Chris,"181    640.0
Name: Pitches, dtype: float64",318.0, SI, FF,"181   -16.2
Name:  H-Mov, dtype: float64","181    9.5
Name:  V-Mov, dtype: float64","181    5.6
Name: V-Rel Pt, dtype: float64","181   -1.2
Name: H-Rel Pt, dtype: float64",21.7,14.899999999999999,10.6,4.4,0.4000000000000057,73.0,1.2999999999999998,1.5,10.3,19.2,26.3,43.4,14.8,0.402
